GEOID10,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,HOUSING10,POP10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
6.0014E+13,6,1,400100,1000,0,0,590336,0,38,-122
6.0014E+13,6,1,400100,1001,0,0,22089,0,38,-122
6.0014E+13,6,1,400100,1002,0,0,9433,0,38,-122
6.0014E+13,6,1,400100,1003,0,0,1354,0,38,-122
6.0014E+13,6,1,400100,1004,0,0,7977,0,38,-122
6.0014E+13,6,1,400100,1005,0,0,2611,0,38,-122
6.0014E+13,6,1,400100,1006,0,0,3590,0,38,-122
6.0014E+13,6,1,400100,1007,56,117,1916441,0,38,-122
6.0014E+13,6,1,400100,1008,10,20,22169,0,38,-122
6.0014E+13,6,1,400100,1009,0,0,163944,0,38,-122
6.0014E+13,6,1,400100,1010,0,0,39167,0,38,-122
6.0014E+13,6,1,400100,1011,6,13,9201,0,38,-122
6.0014E+13,6,1,400100,1012,0,0,106136,0,38,-122
6.0014E+13,6,1,400100,1013,3,1,86073,0,38,-122
6.0014E+13,6,1,400100,1014,10,20,167451,0,38,-122
6.0014E+13,6,1,400100,1015,14,33,144504,0,38,-122
6.0014E+13,6,1,400100,1016,0,0,55509,0,38,-122
6.0014E+13,6,1,400100,1017,8,15,52677,0,38,-122
6.0014E+13,6,1,400100,1018,0,0,22604,0,38,-122
6.0014E+13,6,1,400100,1019,0,0,446,0,38,-122
6.0014E+13,6,1,400100,1020,0,0,22275,0,38,-122
6.0014E+13,6,1,400100,1021,0,0,34677,0,38,-122
6.0014E+13,6,1,400100,1022,0,0,3524,0,38,-122
6.0014E+13,6,1,400100,1023,0,0,35699,0,38,-122
6.0014E+13,6,1,400100,1024,146,316,249433,0,38,-122
6.0014E+13,6,1,400100,1025,0,0,10326,0,38,-122
6.0014E+13,6,1,400100,1026,71,161,64143,0,38,-122
6.0014E+13,6,1,400100,1027,58,147,437022,0,38,-122
6.0014E+13,6,1,400100,1028,2,7,2574,0,38,-122
6.0014E+13,6,1,400100,1029,3,3,299209,0,38,-122
6.0014E+13,6,1,400100,1030,0,0,300387,0,38,-122
6.0014E+13,6,1,400100,1031,0,0,87789,0,38,-122
6.0014E+13,6,1,400100,1032,16,22,11450,0,38,-122
6.0014E+13,6,1,400100,1033,82,207,139393,0,38,-122
6.0014E+13,6,1,400100,1034,13,30,16045,0,38,-122
6.0014E+13,6,1,400100,1035,0,0,1240,0,38,-122
6.0014E+13,6,1,400100,1036,106,229,291826,0,38,-122
6.0014E+13,6,1,400100,1037,10,28,27501,0,38,-122
6.0014E+13,6,1,400100,1038,17,40,21867,0,38,-122
6.0014E+13,6,1,400100,1039,42,123,297953,0,38,-122
6.0014E+13,6,1,400100,1040,7,17,57709,0,38,-122
6.0014E+13,6,1,400100,1041,6,11,11460,0,38,-122
6.0014E+13,6,1,400100,1042,6,13,7823,0,38,-122
6.0014E+13,6,1,400100,1043,21,47,28246,0,38,-122
6.0014E+13,6,1,400100,1044,64,153,61255,0,38,-122
6.0014E+13,6,1,400100,1045,23,55,27802,0,38,-122
6.0014E+13,6,1,400100,1046,27,62,76705,0,38,-122
6.0014E+13,6,1,400100,1047,18,46,58681,0,38,-122
6.0014E+13,6,1,400100,1048,0,0,18742,0,38,-122
6.0014E+13,6,1,400100,1049,53,128,95069,0,38,-122
6.0014E+13,6,1,400100,1050,3,6,4375,0,38,-122
6.0014E+13,6,1,400100,1051,16,34,17080,0,38,-122
6.0014E+13,6,1,400100,1052,13,23,14001,0,38,-122
6.0014E+13,6,1,400100,1053,31,54,48716,0,38,-122
6.0014E+13,6,1,400100,1054,39,62,21693,0,38,-122
6.0014E+13,6,1,400100,1055,8,13,2771,0,38,-122
6.0014E+13,6,1,400100,1056,46,85,31354,0,38,-122
6.0014E+13,6,1,400100,1057,21,48,42542,0,38,-122
6.0014E+13,6,1,400100,1058,71,118,124422,0,38,-122
6.0014E+13,6,1,400100,1059,24,37,9356,0,38,-122
6.0014E+13,6,1,400100,1060,33,52,13165,0,38,-122
6.0014E+13,6,1,400100,1061,44,69,30027,0,38,-122
6.0014E+13,6,1,400100,1062,23,37,155097,0,38,-122
6.0014E+13,6,1,400100,1063,6,16,11834,0,38,-122
6.0014E+13,6,1,400100,1064,0,0,5424,0,38,-122
6.0014E+13,6,1,400100,1065,0,0,6626,0,38,-122
6.0014E+13,6,1,400100,1066,10,23,11272,0,38,-122
6.0014E+13,6,1,400100,1067,6,16,7548,0,38,-122
6.0014E+13,6,1,400100,1068,4,11,6387,0,38,-122
6.0014E+13,6,1,400100,1069,3,10,14919,0,38,-122
6.0014E+13,6,1,400100,1070,0,0,1257,0,38,-122
6.0014E+13,6,1,400100,1071,0,0,1504,0,38,-122
6.0014E+13,6,1,400100,1072,0,0,974,0,38,-122
6.0014E+13,6,1,400100,1073,0,0,4066,0,38,-122
6.0014E+13,6,1,400100,1074,33,60,12522,0,38,-122
6.0014E+13,6,1,400100,1075,20,24,20017,0,38,-122
6.0014E+13,6,1,400100,1076,44,75,41759,0,38,-122
6.0014E+13,6,1,400200,1000,15,39,8172,0,38,-122
6.0014E+13,6,1,400200,1001,24,54,14302,0,38,-122
6.0014E+13,6,1,400200,1002,53,107,36527,0,38,-122
6.0014E+13,6,1,400200,1003,10,20,8562,0,38,-122
6.0014E+13,6,1,400200,1004,35,88,27636,0,38,-122
6.0014E+13,6,1,400200,1005,13,32,7591,0,38,-122
6.0014E+13,6,1,400200,1006,16,42,8807,0,38,-122
6.0014E+13,6,1,400200,1007,8,14,1525,0,38,-122
6.0014E+13,6,1,400200,1008,18,41,8522,0,38,-122
6.0014E+13,6,1,400200,1009,13,35,9747,0,38,-122
6.0014E+13,6,1,400200,1010,34,89,21061,0,38,-122
6.0014E+13,6,1,400200,1011,17,35,9242,0,38,-122
6.0014E+13,6,1,400200,1012,3,6,11702,0,38,-122
6.0014E+13,6,1,400200,1013,0,0,1880,0,38,-122
6.0014E+13,6,1,400200,1014,25,59,12898,0,38,-122
6.0014E+13,6,1,400200,1015,6,10,11515,0,38,-122
6.0014E+13,6,1,400200,1016,6,9,674,0,38,-122
6.0014E+13,6,1,400200,1017,0,0,720,0,38,-122
6.0014E+13,6,1,400200,1018,10,9,1176,0,38,-122
6.0014E+13,6,1,400200,1019,49,97,17670,0,38,-122
6.0014E+13,6,1,400200,1020,69,129,39251,0,38,-122
6.0014E+13,6,1,400200,1021,12,18,791,0,38,-122
6.0014E+13,6,1,400200,1022,50,85,35812,0,38,-122
6.0014E+13,6,1,400200,2000,48,128,27304,0,38,-122
6.0014E+13,6,1,400200,2001,23,52,11710,0,38,-122
6.0014E+13,6,1,400200,2002,17,49,14515,0,38,-122
6.0014E+13,6,1,400200,2003,17,37,17861,0,38,-122
6.0014E+13,6,1,400200,2004,112,269,85681,0,38,-122
6.0014E+13,6,1,400200,2005,8,8,807,0,38,-122
6.0014E+13,6,1,400200,2006,53,111,26212,0,38,-122
6.0014E+13,6,1,400200,2007,33,75,16966,0,38,-122
6.0014E+13,6,1,400200,2008,20,68,30752,0,38,-122
6.0014E+13,6,1,400200,2009,0,0,693,0,38,-122
6.0014E+13,6,1,400200,2010,0,0,9757,0,38,-122
6.0014E+13,6,1,400200,2011,1,3,10482,0,38,-122
6.0014E+13,6,1,400200,2012,4,11,9072,0,38,-122
6.0014E+13,6,1,400200,2013,37,66,10211,0,38,-122
6.0014E+13,6,1,400200,2014,4,5,357,0,38,-122
6.0014E+13,6,1,400200,2015,52,74,25268,0,38,-122
6.0014E+13,6,1,400200,2016,0,0,1406,0,38,-122
6.0014E+13,6,1,400200,2017,0,0,269,0,38,-122
6.0014E+13,6,1,400300,1000,0,0,11517,0,38,-122
6.0014E+13,6,1,400300,1001,0,0,12945,0,38,-122
6.0014E+13,6,1,400300,1002,0,0,13855,0,38,-122
6.0014E+13,6,1,400300,1003,0,0,18965,0,38,-122
6.0014E+13,6,1,400300,1004,0,0,322,0,38,-122
6.0014E+13,6,1,400300,1005,0,0,262,0,38,-122
6.0014E+13,6,1,400300,1006,0,0,544,0,38,-122
6.0014E+13,6,1,400300,1007,72,153,22715,0,38,-122
6.0014E+13,6,1,400300,1008,97,169,28727,0,38,-122
6.0014E+13,6,1,400300,1009,43,101,20748,0,38,-122
6.0014E+13,6,1,400300,1010,105,227,41260,0,38,-122
6.0014E+13,6,1,400300,1011,73,145,27162,0,38,-122
6.0014E+13,6,1,400300,1012,0,0,605,0,38,-122
6.0014E+13,6,1,400300,1013,0,0,550,0,38,-122
6.0014E+13,6,1,400300,1014,0,0,683,0,38,-122
6.0014E+13,6,1,400300,1015,72,157,35617,0,38,-122
6.0014E+13,6,1,400300,1016,58,122,28588,0,38,-122
6.0014E+13,6,1,400300,1017,3,4,633,0,38,-122
6.0014E+13,6,1,400300,2000,47,85,12672,0,38,-122
6.0014E+13,6,1,400300,2001,52,82,19483,0,38,-122
6.0014E+13,6,1,400300,2002,5,5,1686,0,38,-122
6.0014E+13,6,1,400300,2003,39,80,25129,0,38,-122
6.0014E+13,6,1,400300,2004,16,29,10395,0,38,-122
6.0014E+13,6,1,400300,2005,21,39,10505,0,38,-122
6.0014E+13,6,1,400300,2006,63,125,21159,0,38,-122
6.0014E+13,6,1,400300,2007,30,53,12456,0,38,-122
6.0014E+13,6,1,400300,2008,51,100,19534,0,38,-122
6.0014E+13,6,1,400300,2009,43,90,14185,0,38,-122
6.0014E+13,6,1,400300,2010,53,111,21066,0,38,-122
6.0014E+13,6,1,400300,2011,53,65,15635,0,38,-122
6.0014E+13,6,1,400300,2012,0,0,298,0,38,-122
6.0014E+13,6,1,400300,2013,0,0,984,0,38,-122
6.0014E+13,6,1,400300,2014,0,0,612,0,38,-122
6.0014E+13,6,1,400300,2015,40,48,10783,0,38,-122
6.0014E+13,6,1,400300,2016,0,0,548,0,38,-122
6.0014E+13,6,1,400300,2017,0,0,665,0,38,-122
6.0014E+13,6,1,400300,2018,106,209,26930,0,38,-122
6.0014E+13,6,1,400300,2019,2,3,767,0,38,-122
6.0014E+13,6,1,400300,2020,29,47,13860,0,38,-122
6.0014E+13,6,1,400300,2021,11,19,5337,0,38,-122
6.0014E+13,6,1,400300,2022,31,78,13734,0,38,-122
6.0014E+13,6,1,400300,2023,17,29,9888,0,38,-122
6.0014E+13,6,1,400300,2024,3,1,785,0,38,-122
6.0014E+13,6,1,400300,3000,0,0,9244,0,38,-122
6.0014E+13,6,1,400300,3001,17,43,17656,0,38,-122
6.0014E+13,6,1,400300,3002,126,223,38703,0,38,-122
6.0014E+13,6,1,400300,3003,0,0,685,0,38,-122
6.0014E+13,6,1,400300,3004,0,0,3504,0,38,-122
6.0014E+13,6,1,400300,3005,50,105,20189,0,38,-122
6.0014E+13,6,1,400300,3006,52,85,15900,0,38,-122
6.0014E+13,6,1,400300,3007,27,51,34105,0,38,-122
6.0014E+13,6,1,400300,3008,0,0,612,0,38,-122
6.0014E+13,6,1,400300,3009,5,9,1499,0,38,-122
6.0014E+13,6,1,400300,3010,6,11,8785,0,38,-122
6.0014E+13,6,1,400300,3011,0,0,5630,0,38,-122
6.0014E+13,6,1,400300,3012,0,0,10219,0,38,-122
6.0014E+13,6,1,400300,3013,0,0,2083,0,38,-122
6.0014E+13,6,1,400300,3014,0,0,1115,0,38,-122
6.0014E+13,6,1,400300,3015,0,0,4366,0,38,-122
6.0014E+13,6,1,400300,3016,0,0,4393,0,38,-122
6.0014E+13,6,1,400300,3017,0,0,860,0,38,-122
6.0014E+13,6,1,400300,3018,0,0,2731,0,38,-122
6.0014E+13,6,1,400300,3019,73,88,11027,0,38,-122
6.0014E+13,6,1,400300,3020,16,28,12492,0,38,-122
6.0014E+13,6,1,400300,3021,13,33,8959,0,38,-122
6.0014E+13,6,1,400300,3022,0,0,1159,0,38,-122
6.0014E+13,6,1,400300,3023,0,0,4359,0,38,-122
6.0014E+13,6,1,400300,3024,216,329,32585,0,38,-122
6.0014E+13,6,1,400300,3025,0,0,5669,0,38,-122
6.0014E+13,6,1,400300,3026,0,0,4885,0,38,-122
6.0014E+13,6,1,400300,3027,25,57,12586,0,38,-122
6.0014E+13,6,1,400300,3028,9,17,2366,0,38,-122
6.0014E+13,6,1,400300,3029,0,0,5072,0,38,-122
6.0014E+13,6,1,400300,3030,7,12,8682,0,38,-122
6.0014E+13,6,1,400300,4000,0,0,9122,0,38,-122
6.0014E+13,6,1,400300,4001,0,0,8283,0,38,-122
6.0014E+13,6,1,400300,4002,39,55,12871,0,38,-122
6.0014E+13,6,1,400300,4003,43,89,16108,0,38,-122
6.0014E+13,6,1,400300,4004,40,97,15978,0,38,-122
6.0014E+13,6,1,400300,4005,34,83,16282,0,38,-122
6.0014E+13,6,1,400300,4006,53,109,20173,0,38,-122
6.0014E+13,6,1,400300,4007,54,104,20428,0,38,-122
6.0014E+13,6,1,400300,4008,53,109,20333,0,38,-122
6.0014E+13,6,1,400300,4009,47,94,20250,0,38,-122
6.0014E+13,6,1,400300,4010,53,87,17330,0,38,-122
6.0014E+13,6,1,400300,4011,81,138,20326,0,38,-122
6.0014E+13,6,1,400300,4012,35,75,16087,0,38,-122
6.0014E+13,6,1,400300,4013,44,91,16232,0,38,-122
6.0014E+13,6,1,400300,4014,53,98,16324,0,38,-122
6.0014E+13,6,1,400300,4015,46,97,16209,0,38,-122
6.0014E+13,6,1,400300,4016,39,72,16078,0,38,-122
6.0014E+13,6,1,400400,1000,44,68,12933,0,38,-122
6.0014E+13,6,1,400400,1001,68,133,25956,0,38,-122
6.0014E+13,6,1,400400,1002,52,125,26122,0,38,-122
6.0014E+13,6,1,400400,1003,62,132,25963,0,38,-122
6.0014E+13,6,1,400400,1004,0,0,746,0,38,-122
6.0014E+13,6,1,400400,1005,65,124,19524,0,38,-122
6.0014E+13,6,1,400400,1006,0,0,584,0,38,-122
6.0014E+13,6,1,400400,1007,0,0,393,0,38,-122
6.0014E+13,6,1,400400,1008,51,96,22198,0,38,-122
6.0014E+13,6,1,400400,1009,78,120,20341,0,38,-122
6.0014E+13,6,1,400400,1010,88,138,18249,0,38,-122
6.0014E+13,6,1,400400,1011,0,0,855,0,38,-122
6.0014E+13,6,1,400400,1012,99,150,19340,0,38,-122
6.0014E+13,6,1,400400,1013,54,116,21864,0,38,-122
6.0014E+13,6,1,400400,1014,47,97,21893,0,38,-122
6.0014E+13,6,1,400400,1015,54,122,22305,0,38,-122
6.0014E+13,6,1,400400,2000,54,132,24591,0,38,-122
6.0014E+13,6,1,400400,2001,1,2,2088,0,38,-122
6.0014E+13,6,1,400400,2002,28,62,9362,0,38,-122
6.0014E+13,6,1,400400,2003,1,0,715,0,38,-122
6.0014E+13,6,1,400400,2004,0,0,710,0,38,-122
6.0014E+13,6,1,400400,2005,20,45,10776,0,38,-122
6.0014E+13,6,1,400400,2006,21,46,8671,0,38,-122
6.0014E+13,6,1,400400,2007,33,77,12997,0,38,-122
6.0014E+13,6,1,400400,2008,27,49,8459,0,38,-122
6.0014E+13,6,1,400400,2009,41,77,12902,0,38,-122
6.0014E+13,6,1,400400,2010,1,0,814,0,38,-122
6.0014E+13,6,1,400400,2011,1,2,778,0,38,-122
6.0014E+13,6,1,400400,2012,48,120,14123,0,38,-122
6.0014E+13,6,1,400400,2013,25,52,11378,0,38,-122
6.0014E+13,6,1,400400,2014,18,43,9059,0,38,-122
6.0014E+13,6,1,400400,2015,25,45,10672,0,38,-122
6.0014E+13,6,1,400400,2016,64,94,15447,0,38,-122
6.0014E+13,6,1,400400,2017,56,132,21916,0,38,-122
6.0014E+13,6,1,400400,2018,22,38,18755,0,38,-122
6.0014E+13,6,1,400400,2019,90,121,46298,0,38,-122
6.0014E+13,6,1,400400,2020,19,35,6273,0,38,-122
6.0014E+13,6,1,400400,3000,19,60,10473,0,38,-122
6.0014E+13,6,1,400400,3001,84,172,35191,0,38,-122
6.0014E+13,6,1,400400,3002,62,114,14751,0,38,-122
6.0014E+13,6,1,400400,3003,47,113,19488,0,38,-122
6.0014E+13,6,1,400400,3004,0,0,1071,0,38,-122
6.0014E+13,6,1,400400,3005,0,0,796,0,38,-122
6.0014E+13,6,1,400400,3006,0,0,953,0,38,-122
6.0014E+13,6,1,400400,3007,1,1,697,0,38,-122
6.0014E+13,6,1,400400,3008,0,0,1536,0,38,-122
6.0014E+13,6,1,400400,3009,91,168,31678,0,38,-122
6.0014E+13,6,1,400400,3010,0,0,690,0,38,-122
6.0014E+13,6,1,400400,3011,53,78,10024,0,38,-122
6.0014E+13,6,1,400400,3012,27,49,10150,0,38,-122
6.0014E+13,6,1,400400,3013,55,123,22093,0,38,-122
6.0014E+13,6,1,400400,3014,16,24,5839,0,38,-122
6.0014E+13,6,1,400400,3015,0,0,716,0,38,-122
6.0014E+13,6,1,400400,3016,0,0,732,0,38,-122
6.0014E+13,6,1,400400,3017,0,0,724,0,38,-122
6.0014E+13,6,1,400400,3018,33,67,7586,0,38,-122
6.0014E+13,6,1,400400,3019,58,141,22450,0,38,-122
6.0014E+13,6,1,400500,1000,29,54,10381,0,38,-122
6.0014E+13,6,1,400500,1001,56,133,23892,0,38,-122
6.0014E+13,6,1,400500,1002,0,0,251,0,38,-122
6.0014E+13,6,1,400500,1003,0,0,783,0,38,-122
6.0014E+13,6,1,400500,1004,181,352,49633,0,38,-122
6.0014E+13,6,1,400500,1005,45,100,12890,0,38,-122
6.0014E+13,6,1,400500,1006,96,185,21132,0,38,-122
6.0014E+13,6,1,400500,1007,96,163,16833,0,38,-122
6.0014E+13,6,1,400500,1008,0,0,462,0,38,-122
6.0014E+13,6,1,400500,1009,0,0,2001,0,38,-122
6.0014E+13,6,1,400500,1010,0,0,379,0,38,-122
6.0014E+13,6,1,400500,1011,0,0,792,0,38,-122
6.0014E+13,6,1,400500,1012,56,101,14662,0,38,-122
6.0014E+13,6,1,400500,1013,37,77,13631,0,38,-122
6.0014E+13,6,1,400500,1014,80,280,25227,0,38,-122
6.0014E+13,6,1,400500,1015,0,0,518,0,38,-122
6.0014E+13,6,1,400500,1016,60,118,23567,0,38,-122
6.0014E+13,6,1,400500,1017,0,0,396,0,38,-122
6.0014E+13,6,1,400500,1018,66,139,21919,0,38,-122
6.0014E+13,6,1,400500,1019,44,85,11430,0,38,-122
6.0014E+13,6,1,400500,1020,17,39,9566,0,38,-122
6.0014E+13,6,1,400500,1021,11,33,7474,0,38,-122
6.0014E+13,6,1,400500,1022,0,0,534,0,38,-122
6.0014E+13,6,1,400500,1023,0,0,307,0,38,-122
6.0014E+13,6,1,400500,1024,58,93,9368,0,38,-122
6.0014E+13,6,1,400500,1025,26,54,80047,0,38,-122
6.0014E+13,6,1,400500,1026,0,0,468,0,38,-122
6.0014E+13,6,1,400500,1027,1,2,1078,0,38,-122
6.0014E+13,6,1,400500,1028,0,0,570,0,38,-122
6.0014E+13,6,1,400500,2000,66,153,23477,0,38,-122
6.0014E+13,6,1,400500,2001,14,30,4671,0,38,-122
6.0014E+13,6,1,400500,2002,62,129,22710,0,38,-122
6.0014E+13,6,1,400500,2003,68,161,22732,0,38,-122
6.0014E+13,6,1,400500,2004,76,149,22359,0,38,-122
6.0014E+13,6,1,400500,2005,28,60,14466,0,38,-122
6.0014E+13,6,1,400500,2006,32,61,12571,0,38,-122
6.0014E+13,6,1,400500,2007,34,79,13270,0,38,-122
6.0014E+13,6,1,400500,3000,59,119,14119,0,38,-122
6.0014E+13,6,1,400500,3001,33,81,14296,0,38,-122
6.0014E+13,6,1,400500,3002,19,36,5933,0,38,-122
6.0014E+13,6,1,400500,3003,33,68,10291,0,38,-122
6.0014E+13,6,1,400500,3004,84,159,21357,0,38,-122
6.0014E+13,6,1,400500,3005,0,0,1586,0,38,-122
6.0014E+13,6,1,400500,3006,92,190,20730,0,38,-122
6.0014E+13,6,1,400500,3007,25,34,3352,0,38,-122
6.0014E+13,6,1,400600,1000,2,2,1952,0,38,-122
6.0014E+13,6,1,400600,1001,123,285,36206,0,38,-122
6.0014E+13,6,1,400600,1002,1,1,929,0,38,-122
6.0014E+13,6,1,400600,1003,44,85,16861,0,38,-122
6.0014E+13,6,1,400600,1004,24,46,9818,0,38,-122
6.0014E+13,6,1,400600,1005,27,67,10309,0,38,-122
6.0014E+13,6,1,400600,1006,58,93,16611,0,38,-122
6.0014E+13,6,1,400600,1007,0,0,808,0,38,-122
6.0014E+13,6,1,400600,1008,45,96,18080,0,38,-122
6.0014E+13,6,1,400600,1009,22,33,7522,0,38,-122
6.0014E+13,6,1,400600,1010,41,69,10996,0,38,-122
6.0014E+13,6,1,400600,1011,30,66,19205,0,38,-122
6.0014E+13,6,1,400600,1012,0,0,597,0,38,-122
6.0014E+13,6,1,400600,1013,53,107,16695,0,38,-122
6.0014E+13,6,1,400600,2000,4,6,5800,0,38,-122
6.0014E+13,6,1,400600,2001,37,67,15159,0,38,-122
6.0014E+13,6,1,400600,2002,0,0,707,0,38,-122
6.0014E+13,6,1,400600,2003,57,134,20807,0,38,-122
6.0014E+13,6,1,400600,2004,67,142,20230,0,38,-122
6.0014E+13,6,1,400600,2005,1,3,693,0,38,-122
6.0014E+13,6,1,400600,2006,23,45,10920,0,38,-122
6.0014E+13,6,1,400600,2007,0,0,2908,0,38,-122
6.0014E+13,6,1,400600,2008,0,0,723,0,38,-122
6.0014E+13,6,1,400600,2009,3,5,2259,0,38,-122
6.0014E+13,6,1,400600,2010,55,126,21520,0,38,-122
6.0014E+13,6,1,400600,2011,40,93,27734,0,38,-122
6.0014E+13,6,1,400600,2012,0,0,1806,0,38,-122
6.0014E+13,6,1,400700,1000,50,87,15173,0,38,-122
6.0014E+13,6,1,400700,1001,0,0,1258,0,38,-122
6.0014E+13,6,1,400700,1002,24,37,7889,0,38,-122
6.0014E+13,6,1,400700,1003,0,0,3449,0,38,-122
6.0014E+13,6,1,400700,1004,0,0,383,0,38,-122
6.0014E+13,6,1,400700,1005,53,122,20903,0,38,-122
6.0014E+13,6,1,400700,1006,68,125,16539,0,38,-122
6.0014E+13,6,1,400700,1007,0,0,1344,0,38,-122
6.0014E+13,6,1,400700,1008,0,0,6055,0,38,-122
6.0014E+13,6,1,400700,1009,25,73,9888,0,38,-122
6.0014E+13,6,1,400700,1010,25,59,10718,0,38,-122
6.0014E+13,6,1,400700,1011,11,24,4982,0,38,-122
6.0014E+13,6,1,400700,1012,7,13,4215,0,38,-122
6.0014E+13,6,1,400700,1013,14,28,5510,0,38,-122
6.0014E+13,6,1,400700,1014,0,0,1798,0,38,-122
6.0014E+13,6,1,400700,1015,0,0,3874,0,38,-122
6.0014E+13,6,1,400700,1016,0,0,2192,0,38,-122
6.0014E+13,6,1,400700,1017,3,8,1577,0,38,-122
6.0014E+13,6,1,400700,1018,3,8,1371,0,38,-122
6.0014E+13,6,1,400700,1019,5,4,7692,0,38,-122
6.0014E+13,6,1,400700,1020,0,0,3478,0,38,-122
6.0014E+13,6,1,400700,1021,0,0,1686,0,38,-122
6.0014E+13,6,1,400700,1022,56,123,19765,0,38,-122
6.0014E+13,6,1,400700,1023,0,0,1564,0,38,-122
6.0014E+13,6,1,400700,1024,4,10,2874,0,38,-122
6.0014E+13,6,1,400700,1025,0,0,642,0,38,-122
6.0014E+13,6,1,400700,1026,25,70,18781,0,38,-122
6.0014E+13,6,1,400700,1027,0,0,798,0,38,-122
6.0014E+13,6,1,400700,1028,4,9,5394,0,38,-122
6.0014E+13,6,1,400700,1029,84,136,17150,0,38,-122
6.0014E+13,6,1,400700,1030,0,0,2040,0,38,-122
6.0014E+13,6,1,400700,1031,4,12,1987,0,38,-122
6.0014E+13,6,1,400700,1032,71,129,21272,0,38,-122
6.0014E+13,6,1,400700,1033,0,0,1353,0,38,-122
6.0014E+13,6,1,400700,1034,0,0,694,0,38,-122
6.0014E+13,6,1,400700,1035,0,0,3334,0,38,-122
6.0014E+13,6,1,400700,1036,0,0,2010,0,38,-122
6.0014E+13,6,1,400700,1037,1,1,2080,0,38,-122
6.0014E+13,6,1,400700,2000,66,134,20733,0,38,-122
6.0014E+13,6,1,400700,2001,1,5,1895,0,38,-122
6.0014E+13,6,1,400700,2002,65,117,15106,0,38,-122
6.0014E+13,6,1,400700,2003,25,43,8037,0,38,-122
6.0014E+13,6,1,400700,2004,22,46,8412,0,38,-122
6.0014E+13,6,1,400700,2005,0,0,989,0,38,-122
6.0014E+13,6,1,400700,2006,33,90,12784,0,38,-122
6.0014E+13,6,1,400700,2007,12,33,17564,0,38,-122
6.0014E+13,6,1,400700,2008,0,0,1322,0,38,-122
6.0014E+13,6,1,400700,2009,23,55,15686,0,38,-122
6.0014E+13,6,1,400700,2010,0,0,2250,0,38,-122
6.0014E+13,6,1,400700,2011,13,29,5117,0,38,-122
6.0014E+13,6,1,400700,2012,23,44,10573,0,38,-122
6.0014E+13,6,1,400700,2013,37,83,13073,0,38,-122
6.0014E+13,6,1,400700,2014,0,0,4956,0,38,-122
6.0014E+13,6,1,400700,2015,28,62,48731,0,38,-122
6.0014E+13,6,1,400700,2016,43,82,15554,0,38,-122
6.0014E+13,6,1,400700,2017,0,0,555,0,38,-122
6.0014E+13,6,1,400700,2018,39,99,13039,0,38,-122
6.0014E+13,6,1,400700,2019,41,83,12980,0,38,-122
6.0014E+13,6,1,400700,2020,0,0,650,0,38,-122
6.0014E+13,6,1,400700,2021,0,0,528,0,38,-122
6.0014E+13,6,1,400700,2022,39,88,15222,0,38,-122
6.0014E+13,6,1,400700,2023,40,85,13180,0,38,-122
6.0014E+13,6,1,400700,2024,0,0,972,0,38,-122
6.0014E+13,6,1,400700,2025,0,0,572,0,38,-122
6.0014E+13,6,1,400700,3000,55,128,18132,0,38,-122
6.0014E+13,6,1,400700,3001,0,0,1630,0,38,-122
6.0014E+13,6,1,400700,3002,39,94,13439,0,38,-122
6.0014E+13,6,1,400700,3003,46,92,15671,0,38,-122
6.0014E+13,6,1,400700,3004,0,0,589,0,38,-122
6.0014E+13,6,1,400700,3005,11,26,3625,0,38,-122
6.0014E+13,6,1,400700,3006,0,0,884,0,38,-122
6.0014E+13,6,1,400700,3007,26,46,13540,0,38,-122
6.0014E+13,6,1,400700,3008,18,41,7334,0,38,-122
6.0014E+13,6,1,400700,3009,0,0,642,0,38,-122
6.0014E+13,6,1,400700,3010,23,41,8322,0,38,-122
6.0014E+13,6,1,400700,3011,2,2,727,0,38,-122
6.0014E+13,6,1,400700,3012,59,98,18398,0,38,-122
6.0014E+13,6,1,400700,3013,37,67,16261,0,38,-122
6.0014E+13,6,1,400700,3014,0,0,1854,0,38,-122
6.0014E+13,6,1,400700,3015,42,89,18006,0,38,-122
6.0014E+13,6,1,400700,3016,0,0,292,0,38,-122
6.0014E+13,6,1,400700,4000,9,17,2001,0,38,-122
6.0014E+13,6,1,400700,4001,46,110,19841,0,38,-122
6.0014E+13,6,1,400700,4002,0,0,2104,0,38,-122
6.0014E+13,6,1,400700,4003,7,11,1443,0,38,-122
6.0014E+13,6,1,400700,4004,52,112,19460,0,38,-122
6.0014E+13,6,1,400700,4005,3,2,1616,0,38,-122
6.0014E+13,6,1,400700,4006,43,96,16420,0,38,-122
6.0014E+13,6,1,400700,4007,46,88,18565,0,38,-122
6.0014E+13,6,1,400700,4008,2,12,791,0,38,-122
6.0014E+13,6,1,400700,4009,6,12,976,0,38,-122
6.0014E+13,6,1,400700,4010,0,0,2157,0,38,-122
6.0014E+13,6,1,400700,4011,46,105,18176,0,38,-122
6.0014E+13,6,1,400700,4012,45,110,19433,0,38,-122
6.0014E+13,6,1,400700,4013,0,0,681,0,38,-122
6.0014E+13,6,1,400700,4014,0,0,18773,0,38,-122
6.0014E+13,6,1,400700,4015,0,0,468,0,38,-122
6.0014E+13,6,1,400700,4016,21,189,13401,0,38,-122
6.0014E+13,6,1,400700,4017,0,0,408,0,38,-122
